id,sentence
872,"À l'issue de l'élection, un compte de campagne retraçant l'ensemble des recettes et des dépenses électorales est déposé auprès de la Commission nationale des comptes de campagne et des financements politiques qui en contrôlera la véracité."
873,"On eût dit quelquefois qu'une révolte secrète se mêlait à l'attachement plutôt passionné que tendre qu'elle leur montrait, et les lui rendait en quelque sorte importuns."
874,"Il y a un monstre, je l'ai vu se cacher sous mon lit !"
875,"Les enfants, vous vous tairez lorsque je signalerai de le faire."
876,Il y avait une fois une grande forêt.
877,La malnutrition apparaît donc aujourd'hui comme le résultat d'une organisation inadéquate du système économique et politique.
878,"la préposition ""malgré"" signifie contre la volonté de quelqu'un."
879,"Table ronde avec Bruno Bonnell, PDG de Robopolis, société française spécialisée dans la robotique personnelle, Richard Castelli, commissaire artistique de l'exposition ""Art robo-tique"" à la Cité des sciences et de l'industrie à Paris et Brigitte Munier, enseignante-chercheuse."
880,"Il apprit à courir, à lutter, à sauter, à lancer au loin de lourdes pierres, à franchir les murs, à frapper des deux mains, à dresser de jeunes chevaux, à franchir à la nage les rivières."
881,"Grâce à cette anecdote, le proviseur s'enorgueillissait de n'envoyer aucun bachelier vers des filières bouchées"
882,"Le beau monsieur dit : ""Allons donc, berger, ce n'est pas vrai, ce que vous dites là."
883,"La formation, la santé et les relations sociales font partie des dimensions immatérielles du bien-être, lesquelles englobent aussi le cadre légal et institutionnel qui permet la participation des citoyens à la vie politique et qui assure la sécurité physique des personnes."
884,Elle élevait deux enfants qu'elle avait eus du comte de P *** avec une austérité excessive.
885,"C'est une trêve attendue qui vient adoucir de ses contes, des coeurs endoloris et parfois esseulés"
886,"Qui résiste en effet au plaisir de ""schtroumpfer"" son texte, c'est-à-dire d'y remplacer tous les verbes d'action et les participes passés par le verbe ""schtroumpfer"", correctement accordé, bien sûr ?"
887,Nous passons de bons moments à jouer ensemble dans le jardin.
888,"On allait toucher les quartiers de la petite pension, et c'était la pauvre veuve du général cisalpin qui prêtait quelques sequins à la richissime marquise del Dongo."
889,Je suis débutante.
890,Mais croyez-vous pour autant que ce monde n'a pas besoin d'apprendre la tolérance ?
891,"En montant dans la barque ces enfants croyaient se précipiter dans les plus grands dangers, c'était là le beau côté de leur action ; et, suivant l'exemple de leurs pères ils récitaient dévotement un Ave Maria."
892,Je suis en vacances !
893,"Les broches également, très pratiques aussi, en les accumulant, et les petits boléros par-dessus"
894,Nous partîmes cinq cents ; mais par prompt renfort nous nous vîmes trois mille en arrivant au port
895,Illusion du vrai jamais immuable!
896,"Ensuite, nous sortions pour notre promenade au parc, où nous retrouvions quelques amis"
897,"Devant la paroi rocheuse escarpée, les petites maisons blanches et les cabanes rouges de pêcheur formaient comme un collier de perles."
898,Marie et Laurent se furent téléphoné tous les jours dès les premières heures de l'aube.
899,Pourquoi tu n'as pas acheté cette antiquité ?
900,"Il était temps pour eux de migrer vers l'Afrique, en attendant le prochain été."
901,"L'oeuf pondu le vendredi saint préservait de la foudre, mangé il garantissait de la fièvre ou de la rage."
902,La sécheresse que connaît actuellement le France ne résulte pas seulement d'une météorologie défavorable mais découle aussi d'une politique de l'eau TM archaïque
903,"International Business Machines Corporation, connue sous le sigle IBM, est une société multinationale américaine présente dans les domaines du matériel informatique, du logiciel et des services informatiques."
904,Certaines espèces présentent une adaptation chromatique à la vie en eau profonde grâce à des variations du rapport phycoérythrine : phycocyanine.
905,C'était un saint homme.
906,C'était pour moi une question de vie ou de mort.
907,Ces espérances l'avaient rendu très indulgent pour beaucoup de fautes que j'avais commises.
908,Où est la salle 33 ?
909,Je vais prendre le steak frites.
910,J'ai déjà mangé.
911,On a commencé il y a un mois pour nous préparer petit à petit à la transition
912,Combien y a-t-il eu d'expéditions dans la forêt ?
913,"À bord de leur vaisseau, Rosco et le capitaine Jim ont pour mission de sauver l'univers d'un terroriste imprudemment décongelé"
914,"Pour la plupart des observateurs, cela devait paraître une façon extrêmement imprudente et dangereuse de gérer une entreprise."
915,"Après qu'il eut lu sa correspondance, il sortit faire une promenade"
916,"Le berger pensa à sa femme, et descendit la montagne aussi vite que possible, car il avait peur d' être grondé parce qu'il était resté si longtemps absent."
917,Il y a une espèce de frénésie dans l'information
918,"Et chaque année, 2 500 Français créent un gîte rural, une aventure pourtant risquée."
919,"Les épines déchirèrent ses pieds ; des rameaux pointus le blessèrent au visage ; il souffrit tour à tour de l'écrasant soleil et de la bise glacée, pensa mourir de faim, de soif et de fatigue."
920,Mais ce n'est pas le cas
921,Son allure donne l'impression que personne ne peut la séduire.
922,"Tourmenté par sa femme et par le beau monsieur, le berger raconta enfin tout ce qui lui était arrivé."
923,On trouve trois cent mille occurrences sur Google.
924,"Pour l'unilingue, à tout signifiant correspond un seul signifié"
925,"Et bonne humeur pour finir, avec la charade habituelle du soir"
926,"Fabrice prit la poste, passa le Saint-Gothard ; son voyage fut rapide, et il entra en France par Pontarlier."
927,C'est un endroit magnifique pour la baignade et l'escalade.
928,Je suis architecte. Et toi ?
929,Peux-tu répéter cela?
930,Il est nécessaire que les gens soeint conscients de l'importance de l'écologie
931,"Le chancelier autrichien a critiqué le fonctionnement de l'Agence européenne du médicament, ""trop lente pour approuver les vaccins"", ce qui conduit ""à des goulots d'étranglement"" dans la chaîne de production des sociétés pharmaceutiques, ajoute Der Standard."
932,"Pourtant, ce geste famillier rappelle quotidiennement la construction inégalitaire du Monde initiée au XVe siècle."
933,"Ce sont des pères, point final."
934,"Chaque acteur doit établir des relations triurnes impliquant les aspects énergétiques, émotionnel, et computationnel."
935,"""Quand j'ai appris la nouvelle, je me suis dit : 'On va s'entretuer'"", rapporte-t-elle au quotidien économique américain."
936,"Figurez-vous tous ces pauvres gens, entassés dans un logement insalubre, sous un plafond qui menace de s'effondrer à tout moment"
937,Ce chien m'apporte beaucoup de bonheur.
938,"Cette histoire parle d'un berger qui une fois dans la montage avec ses moutons, entend un petit bruit."
939,"Il dépeignait de longues processions , cavaliers, adolescents et jeunes filles, qui gravissaient en chantant les collines sacrées ; des temples couronnaient ces collines, des sanctuaires grandioses et délicats où s'abritaient les statues des dieux et des déesses, si belles qu'on les devinait non point de vulgaires images, mais bien la preuve visible de la divinité."
940,"En mourant, elles emportent avec elles tout un savoir traditionnel sur l'environnement."
941,"Le mot ""robot"" a été inventé par l'auteur tchèque Karel Capek de la pièce Rossum's Universal Robots (R.U.R), jouée en 1920, et qui mettait en scène des hommes décérébrés prenant la place des ouvriers dans les usines."
942,Leur préservation est une affaire urgente.
943,"On éventrait la croûte, on mordait à même, on se brûlait, on se retirait vivement et la pomme de terre roulait quelquefois sur les genoux où une main leste la rattrapait à temps"
944,Ces analyses sont effectuées par la recherche d'anticorps ou par dépistage direct de l'agent pathogène.
945,Le caractère temporaire du remplacement pour cause d'acceptation de fonctions gouvernementales s'applique au dernier candidat devenu sénateur conformément à l'ordre de la liste.
946,"Lundi, je retourne à l'école"
947,"Cependant il advint qu'au sortir des forêts, ce Lion fut pris dans des rets, dont ses rugissements ne le purent défaire."
948,"Le télévendeur travaille à temps plein, à temps partiel ou en complément d'une autre activité."
949,Ses premiers travaux importants sont réalisés au service du duc Ludovic Sforza à Milan.
950,"Hier, j'ai décidé de m'offrir une belle journée."
951,"Ces pratiques de bon sens ne nous épargneront pas une analyse plus approfondie des raisons pour lesquelles les usagers sont si fortement attachés à Internet, aux réseaux sociaux et au smartphone et pourquoi ils ont une telle crainte de ne plus pouvoir les utiliser."
952,"Dernièrement, le ministre de l'éducation nationale a souhaité durcir l'interdiction des téléphones portables au collège qui existe déjà, mais qui, en pratique, n'est pas suffisamment appliquée parce qu'aucune sanction n'est prévue."
953,Elle pouvait supporter tout cela.
954,Les conditions de victoire et objectifs dépendent du type de carte jouée.
955,Elle est au chômage en ce moment
956,"Je suis allé une fois en thalassothérapie, il y a deux ans."
957,"Le jour de la rentrée au collège, Pierre fait connaissance avec un nouvel élève de sa classe."
958,"Pour beaucoup de jeunes, l'établissement scolaire permet de gagner sa liberté et son autonomie."
959,"Au nom du mot 'tradition, ' ils demandent que les autochtones se conforment à celles-ci."
960,Tu envoyais un message à tes amis chaque soir avant de te coucher.
961,C'est le cas par exemple des agriculteurs
962,De nombreux opposants au projet se sont rassemblés en dépit de l'interdiction de manifester.
963,"Une motocyclette, plus couramment désignée par son abréviation moto, est un véhicule motorisé, sans carrosserie, à deux roues le plus souvent monotraces, pouvant être équipé d'un side-car."
964,"Ton direct et souvent bougon pour Joe Manchin, 73 ans, et discrétion médiatique contrastant avec les perruques et tenues colorées de Kyrsten Sinema, 44 ans, première candidate au Sénat ouvertement bisexuelle en 2018."
965,"A cet égard, il existe de nombreux avantages techniques pour les enfants bretons à apprendre le breton"
966,"Mon mari et moi avons deux enfants, une fille de sept ans et un garçon de trois ans."
967,Je fus accueilli dans cette cour avec la curiosité qu'inspire naturellement tout étranger qui vient rompre le cercle de la monotonie et de l'étiquette.
968,J'ai décidé de peindre les murs en jaune et d'y installer mon piano
969,Je te présente Sophie dont je t'ai souvent parlé laquelle expose ses oeuvre à la Ventooz'Art.
970,"Et vous avez la marionnette à fils, où le manipulateur est au-dessus et la marionnette a des fils reliés à l'animateur."
971,"Par ressource, dans la perspective de ce travail, j'entends ainsi le processus relationnel et variable, entre un objet et des usagers, lesquels en retirent des biens et services variés."
972,Ce n'est pas la première fois qu'une catastrophe écologique se produit dans la région
973,Est-ce qu'il y a du pain?
974,"Il parut inquiet, il ne comprenait pas le mot quibus."
975,C'est une question de point de vue.
976,"Après quelques années, des confiseries, des décorations de vitrines, des paquets de gâteaux à l'effigie de citrouille et de sorcière vont rendre l'événement plus visible dans l'Hexagone"
977,Elle me demande ce que j'aimerais qu'il fasse plus tard.
978,"Enfin, après quatorze années d'attente, il eut cette joie inexprimable de voir les troupes autrichiennes rentrer dans Milan."
979,Les langues vivantes en France sont enseignées comme des langues mortes
980,Mais les pays les plus défavorisés voient leur situation alimentaire se dégrader inexorablement.
981,Je sortis quand j'eus pris mes clés
982,Mais la musique m'a donné mal à la tête
983,"En général, elle loue une maison à la campagne"
984,Que se passe-t-il?
985,Vous allez piloter ce fichu avion et m'amener en Amérique du Sud.
986,"Mais utiliser le mot esclave revient à considérer qu'ils sont autre chose que des machines. Leurs capacités de déduction et de connexion sont certes développées, leur force mécanique est puissante, leur précision micrométrique mais les robots restent des machines au service de l'homme."
987,Pourquoi le pacha est admiré de tous ?
988,"Et comme dans ce jeu où les Japonais s'amusent à tremper dans un bol de porcelaine rempli d'eau de petits morceaux de papier jusque-là indistincts qui, à peine y sont-ils plongés s'étirent, se contournent, se colorent, se différencient, deviennent des fleurs, des maisons, des personnages consistants et reconnaissables, de même maintenant toutes les fleurs de notre jardin."
989,Ils disaient que c'était grâce à eux que la forêt était si belle.
990,"Le paradis, je vous le dis."
991,Regardez-moi ce tas de feuilles !
992,"Les consommateurs occidentaux sont tout prêts à aider directement les producteurs du Sud en achetant ""équitable"", c'est-à-dire en consommant des produits alimentaires ou artisanaux pour lesquels ils ont la garantie qu'une juste rémunération a été versée au producteur."
993,"Dans le langage courant, la liberté renvoie au pouvoir que possède tout homme de n'obéir qu'à lui-même, qu'à sa propre volonté, et d'agir uniquement en fonction de ses désirs, indépendamment de toute contrainte ou de toute pression extérieure"
994,Qu'arrive-t-il aux arbres à la fin de l'histoire ?
995,Or les républicains veulent aussi accomplir des choses.
996,L'approche fonction de tâche permet alors d'élaborer des lois de commande réalisant correctement la tâche avec de bonnes proprietés de convergence et de stabilité.
997,"Le cadre était enchanteur, la nourriture exquise, et on ne pouvait rêver meilleure soirée pour clôturer des vacances idylliques"
998,"Pour se déplacer, il y a des bus, des vélos et un métro."
999,"La Hongrie, la Slovaquie et la Pologne font appel à la Russie et la Chine."
1000,"Il y a aussi quelques arbres fruitiers comme un cerisier, un pommier, un abricotier, . mais aussi des fraisiers : je me régale et je fais le plein de vitamines !"
1001,J'accepte cette mission à condition que vous me laissiez carte blanche.
1002,La fin des obligations professionnelles donne la possibilité de retour au pays d'origine du conjoint non belge.
1003,"Oui, nous allons bien."
1004,"Sur les fenêtres des maisons, des cloches, des étoiles et des traîneaux ont été peints"
1005,Nous allons rater cette affaire à moins de baisser nos prix.
1006,Je vais chez le dentiste l'après-midi mais je suis libre le soir
1007,lls la détestaient à cause de ce que sa mère avait fait.
1008,"Plus précisément, la photosynthèse comprend l'utilisation de l'énergie lumineuse pour la réduction du dioxyde de carbone par l'eau, donneur d'hydrogène, avec synthèse de glucides et libération d'oxygène."
1009,"Le frère aîné de Fabrice, le marchesine Ascagne, voulut se mettre des promenades de ces dames ; mais sa tante jetait de l'eau sur ses cheveux poudrés, et avait tous les jours quelque nouvelle niche à lancer à sa gravité."
1010,Ainsi s'explique l'ambivalence du public occidental pour les robots réels qu'il assimile aux Golem-robots inlassablement repris dans la fiction: une réflexion angoissante portant sur la nature humaine interfère avec l'admiration pour les progrès de la robotique.
1011,Quel est cet animal ?
1012,Parlez-moi de votre maison.
1013,"Pour éviter un oubli, vous pouvez consulter le Guide des formalités en ligne sur le site internet, rubrique Formalités en ligne et modifications pour retrouver toutes les informations utiles."
1014,Il faut admettre avec un égal intérêt ces théories d'art si différentes et juger les oeuvres qu'elles produisent uniquement au point de vue de leur valeur artistique en acceptant a priori les idées générales d'où elles sont nées.
1015,L'air chauffé par la couche extérieure s'élève à l'intérieur et s'évacue par l'encolure.
1016,"Noël approche, les enfants attendent ce moment avec impatience"
1017,"Et bien sûr, c'est également la saison parfaite pour savourer une boisson chaude emmitouflée dans une couverture devant un bon feu de cheminée"
1018,Qui propose un travail de serveur ?
1019,Folio est la gardienne de l'appartement.
1020,"Notre jogging matinal est devenu une course d'obstacles où on évite tous les autres passants, c'est très fatigant et agaçant"
1021,Mère est dans le jardin derrière la maison.
1022,"Et bien sûr, nous irons faire du shopping à Oxford Street et dans le quartier de Covent Garden"
1023,Nous ne privons plus du bonheur de manger
1024,Il a cherché ses amis dans la foule de suporters.
1025,Vous ne risquerez pas de vous ennuyer dans un lieu aussi animé
1026,"Mais pour les visiteurs et les professionnels, c'est également l'occasion de découvrir les dernières innovations, et surtout de goûter les créations des chefs pâtissiers et chocolatiers"
1027,"Posé sur la comète ""Tchouri"" à plus de 500 millions de kilomètres de la Terre, Philae, à cours d'énergie ""va s'assoupir sous peu"", a déclaré dans la nuit de vendredi à samedi à l'AFP le CNES, l'agence spatiale française."
1028,"Ce week-end, nous signerons le contrat sauf s'il y a un contretemps."
1029,"Ce qui me plaît surtout, c'est le silence de la montagne."
1030,"Autrefois, on allumait toutes les bougies de la maison le soir de la Chandeleur."
1031,"Un jour, Cunégonde, en se promenant auprès du château, dans le petit bois qu'on appelait parc, vit entre des broussailles le docteur Pangloss qui donnait une leçon de physique expérimentale à la femme de chambre de sa mère, petite brune très jolie et très docile."
1032,"Je suis désolé, j'ai oublié mes devoirs à la maison."
1033,"Mais soyons sérieux, nouvelles en bref : économie"
1034,"Mais au soir de ce jour-là, ayant accompli l'ordre des dieux, souffert et peiné lui-même pour obtenir celle qu'il aimait, la vierge unique avec laquelle il devait fonder une race divine - au soir de ce jour-là, il découvrit l'Enchanteresse."
1035,"Des événements privés - séparation, naissance, deuil ou problème de santé - peuvent aussi jouer un rôle clé dans la reconversion."
1036,L'analyse en composantes principales a montré que le métal est surtout accumulé dans les viscères mais très peu dans la chair et les branchies du poisson.
1037,Il fait encore nuit.
1038,"À la sortie du Covid, tout était annulé, un peu compliqué, on a eu vraiment très peur et ben, c'est parti du jour au lendemain."
1039,"Sans honneur que précaire, sans liberté que provisoire, jusqu'à la découverte du crime ; sans situation qu'instable, comme pour le poète la veille fêté dans tous les salons, applaudi dans tous les théâtres de Londres, chassé le lendemain de tous les garnis sans pouvoir trouver un oreiller où reposer sa tête, tournant la meule comme Samson et disant comme lui : ""Les deux sexes mourront chacun de son côté""."
1040,"J'enverrai la facture, il la paiera aussitôt qu'il la recevra"
1041,Les plus optimistes soutiennent que l'Union européenne est sur la corde raide mais que la situation s'améliorera vite quand la croissance reprendra.
1042,"J'adore ma grand-mère, elle très gentille."
1043,C'est la seule façon de s'en sortir !
1044,"Intéressons-nous plutôt à ces fromages qui font la fierté des terroirs français, ces 45 fromages dont l'appellation d'origine est protégée : les AOP."
1045,"une del Dongo être réduite à vivre avec la pension que la cour de Vienne, dont il avait tant à se plaindre, accorde aux veuves de ses généraux !"
1046,"Les installations de gaz datent de 1960, la mairie va procéder à une rénovation du quartier."
1047,Le chat s'est alors accroché au coussin et Simon ne l'a pas vu.
1048,"Les chercheurs ont tenté de corréler ces résultats à certaines variables. Ainsi les bébés allaités ou qui dorment avec leurs parents étaient plus souvent décrits comme ayant un sommeil fragmenté, mais cette association est peut-être simplement liée au fait que les mères allaitantes ou en ""cododo"" sont plus enclines à ""observer"" le bébé la nuit, en raison de leur proximité physique."
1049,"Ou alors, c'est moi qui ai plus de mal à le supporter parce que j'ai envie de savoir ce qui arrive à Sarah."
1050,"La faute au cartésianisme et aussi à la fonction de reproduction sociale de l'école : l'allemand, langue peu répandue, est préférée par les parents bourgeois, à l'espagnol, comme seconde langue"
1051,"En général, je me lève assez tôt tous les matins"
1052,"Si tu voulais, tu pouvais te joindre à la manifestation populaire."
1053,Je démêlai dans les traits d'Ellénore une impression de mécontentement et de tristesse.
1054,Elle est belge.
1055,"Un nouveau réservoir d'eau claire de 200 litres conservera l'eau, mieux que des barils de chêne."
1056,"Colette eut des funérailles nationales lors de sa mort en 1954 et est enterrée auprès de sa fille, au cimetière du Père-Lachaise à Paris."
1057,"Les adeptes de ces campagnes soulignent que les animaux devraient être tués seulement à des fins alimentaires, une politique qui, si elle était appliquée, laisserait les autochtones sans la moindre monnaie d'échange pour se procurer des médicaments."
1058,"Pour Halloween, on se déguise de manière effrayante : costume de fantôme, de sorcière, de monstre, de vampire. L'intérieur des maisons et les vitrines des magasins sont décorés avec des citrouilles, des personnages et des objets effrayants tels le cercueil, le chapeau de sorcière, la chauve souris, l'araignée, la toile d'araignée, le chat noir, etc"
1059,Un battement de coeur la prit dès le vestibule.
1060,Un jeune Enfant dans l'eau se laissa choir en badinant sur les bords de la Seine.
1061,"Ces énoncés se servent des signes, mais également des règles de formation pour produire des phrases d'une langue avec le lexique"
1062,"Quand le berger revint à lui , il vit qu'il était sur la montagne, et au bout de quelques minutes il s'aperçut qu'il avait fait un mauvais rêve, car son chien était à côté de lui, les moutons autour de lui, et c'était en automne tout comme quand il s'était endormi quelques heures avant."
1063,"Elle semble plutôt le fruit d'une vision fantasmée et déconnectée de la réalité, qui accentue la déformation américaine de la représentation de notre capitale."
1064,Les armoires métalliques encastrées dans les murs étaient remplies de DVD de données étiquetés avec soin.
1065,Il fait froid en hiver.
1066,"Tout d'abord, un peu de modestie serait la bienvenue !"
1067,"Vous avez la marionnette à gaine, celle que nous faisons surtout ici, qui est manipulée avec les mains."
1068,"Au commencement du souper, elle était rêveuse."
1069,Cette personne que tu as rencontrée hier au restaurant et dont t'as parlé Paul est dangereuse
1070,Les Européens n'avaient pas été les seuls à se lancer dans des aventures maritimes au très long cours au début du XVe siècle.
1071,"Le cheveu, naturellement, il a une très bonne capacité d'absorption, il a de très bonnes capacités de rétention et il a une bonne flottabilité"
1072,"Ce paradoxe a été repris par une palanquée d' écrivaines et d'écrivains : voyage immobile au Népal, dans l' Himalaya, dans un phare"
1073,Un enfant peut avoir parfois l'impression d'avoir complètement oublié une connaissance acquise durant l'année scolaire
1074,"Selon l'une des nombreuses données statistiques auxquelles nous avons accès aujourd'hui, nombre d'entre nous fouillent dans le portable de leur partenaire pour y dénicher des preuves d'infidélité"
1075,"Et l'un de ces héritiers de Platon et du paganisme, Proclus (412-485), se lever en pleine nuit pour entonner des hymnes à la Lune ?"
1076,Le chat et la souris.
1077,"Moi, je ne vais jamais chez elle."
1078,"Je poursuivais jusque sur le talus qui, derrière la haie, montait en pente raide vers les champs, quelques coquelicots perdus, quelques bluets restés paresseusement en arrière, qui le décoraient çà et là de leurs fleurs comme la bordure d'une tapisserie où apparaît clairsemé le motif agreste qui triomphera sur le panneau ; rares encore, espacés comme les maisons isolées qui annoncent déjà l'approche d'un village, ils m'annonçaient l'immense étendue où déferlent les blés, où moutonnent les nuages, et la vue d'un seul coquelicot hissant au bout de son cordage et faisant cingler au vent sa flamme rouge, audessus de sa bouée graisseuse et noire, me faisait battre le coeur, comme au voyageur qui aperçoit sur une terre basse une première barque échouée que répare un calfat, et s'écrie, avant de l'avoir encore vue : ""La Mer !""."
1079,"Je suis désolée, elle n'est pas là."
1080,Vous ne pouvez pas commencer votre journée sans votre bol de chocolat chaud ?
1081,Le prof de planche à voile est agréable.
1082,La cloche de l'école sonne à quatorze heures pour que tout le monde retourne en classe jusqu'à dix-sept heures.
1083,La dématérialisation fait désormais partie du quotidien !
1084,Enfin la délivrance après soixante-quatorze jours d'une régate exceptionnelle
1085,"Dans sa tête, le bruit de bottes des soldats allemands résonna."
1086,À midi il prend un sandwich dans un café
1087,"C'est ainsi que dans la troisième partie de l'Ethique, dans la section intitulée De l'origine et de la nature des affections, Spinoza rejette totalement l'idée selon laquelle l'homme occuperait une place privilégiée au sein de la nature"
1088,"Chaque soir, j'accompagne ma mère en vélo pour faire une promenade dans le parc avec notre chien Snowy."
1089,La meilleure amie d'un garçon est sa mère.
1090,"J'ai grandi dans une famille binationale, mon père est français et ma mère vient du Royaume Uni, donc je suis parfaitement bilingue"
1091,J'ai visité une maison dont j'ai oublié l'adresse
1092,"C'est à partir de Francis Bacon, et donc vers la fin du XVe siècle, qu'on voit s'indiquer une nouvelle orientation de l'esprit qui aboutit à réhabiliter l'audace expérimentale en annexant à la véritable science un domaine qui jusque-là ressortissait à la magie."
1093,"Mais les archéologues notent tout de même qu'ils ont été enterrés avec soin, voire avec amour, notamment dans la disposition des corps, qui rappelle des animaux endormis."
1094,"Quant à ma grande passion, l'art contemporain, elle est née lors d'une visite au musée d'art moderne de New York, puis de la ""Phillips Collection"" à Washington DC quand j'avais 18 ans."
1095,Le temps est loin où les explorateurs découvraient des îles désertes avec des plages de sable fin.
1096,"Seules exceptions les sacs pour la vente de viande ou de poisson, ou encore dans les restaurants pour la nourriture à emporter"
1097,"Au dehors on apercevait une grande tache d'un vert clair que faisaient les feuilles d'un arbre, éclairées par la lumière vive des cabinets particuliers."
1098,Y a moyen de moyenner.
1099,Je suis secrétaire et je m'occupe de mes deux enfants quand ils rentrent de l'école.
1100,Il est ingénieur dans une societé d'informatique.
1101,Aimerais-tu un verre?
1102,"Alors que la Seconde Guerre mondiale est sur le point d'éclater, le peintre y raconte l'histoire de sa vie : ses racines juives, son parcours, sa peur d'une nouvelle guerre, mais surtout, son amour, toujours grandissant, pour Bella Rosenfeld, son épouse, sa muse."
1103,Les mouches achalent le bétail.
1104,Beaucoup d'apiculteurs se mithridatisent plus ou moins contre le venin des abeilles.
1105,"La ville, chaude comme une étuve, paraissait suer dans la nuit étouffante."
1106,Une vieille femme cacochyme déambulait devant lui en boitant.
1107,"Mais surtout, ce sourire-là était spécialement pour moi."
1108,La cuisine est classique et à base de produits régionaux.
1109,Nous avons beaucoup de chance de pouvoir manger des légumes frais du jardin tous les jours.
1110,"Ainsi, les conditions-cadre économiques sont liées au système politique: la politique financière a une influence sur le système de protection sociale, sur le système éducatif ou - par le biais des taxes d'incitation - sur l'environnement."
1111,Je m'appelle Jean.
1112,"La chine étant un pays immense, la qualité entre les hôpitaux des différentes régions est énorme."
1113,L'ange lui dit de renoncer à la richesse et aux honneurs.
1114,"Par exemple, je suis allée dans une librairie et, arrêté devant celle-ci, au volant de sa voiture, il y avait Leonardo DiCaprio."
1115,"Ironie du sort, les richissimes membres de l'Opep souhaitent que ce fonds finance leur ""diversification économique"", rendue obligatoire par la chute à venir des exportations de pétrole."
1116,"Prochain obstacle, dès cette semaine: le vote attendu à la chambre haute sur le vaste plan de relance de l'économie américaine, frappée par la pandémie."
1117,C'était super !
1118,"Si vous désirez des informations supplémentaires, vous m'enverrez un courriel en recommendé."
1119,J'écoute des dialogues tous les jours.
1120,"Oui, vous partez quand ?"
1121,"Ils sont très proches des 15-30 ans en termes d'habitudes et de comportements de consommation, note Thomas Tougard, directeur général d'Ipsos Observer."
1122,"J'avais juré de laisser là les nonnes : car que toujours on voie en mes écrits, même sujet, et semblables personnes, cela pourrait fatiguer les esprits."
1123,"Vous êtes les citoyens de demain et nous devons vous donner de bonnes bases, non seulement pour vous préparer face au monde moderne mais aussi pour que vous fassiez changer ce monde."
1124,"En regardant ma mère, j'ai appris à cuisiner."
1125,"C'est le fils mon père, mais ce n'est pas mon frère."
1126,"Au XIXe siècle, alors qu'ouvriers et couturières, maçons et domestiques triment sans relâche pour des salaires de misère, l'industrialisation dévoreuse de main-d'oeuvre et de temps balaie toute velléité de revendication."
1127,De quelle personne le voyageur est-il le favori ?
1128,"On le fête avec ses amis ou sa famille, et on souhaite ""bonne année !"" à ses proches."
1129,La comédienne a répondu depuis son appartement parisien aux questions de la journaliste et productrice Géraldine Sarratia.
1130,Nous avons un cours de Français.
1131,"La deuxième limite de l'indicateur est liée au fait que l'accent est mis sur les aspects substantiels des politiques cantonales d'aménagement du territoire en matière de maîtrise de l'urbanisation, et moins sur les aspects procéduraux."
1132,"Mais, outre cette finesse présente au milieu des couches de guimauve, ce qui distingue TLPT, c'est sa maîtrise sophistiquée de la gestion du temps."
1133,"Le soir, elle a dîné dans un restaurant avec son frère"
1134,Tu as détesté ce restaurant parce que la nourriture était très épicée.
1135,"Pas de diplôme, pas de boulot."
1136,"Lors de cette fête nationale, les Thaïlandais offrent à leur maman un bouquet de jasmin, dont la blancheur rappelle la pureté de l'amour d'une mère pour son enfant."
1137,Félix n'arrête pas de manger des bredele (des biscuits spéciaux d'ici)
1138,"Je ne sais pas où est sa mère, ni même si elle vit encore, je ne sais pas si elle a des frères et des soeurs quelque part, je ne sais pas ce que fait son père."
1139,Personne n'a échoué: ils ont tous réussi.
1140,Ellénore fut émue.
1141,"Elle entraîne dans l'entreprise ou la collectivité une augmentation de la part prise par le vélo dans les différents modes de transport de 125 % après un an , affirmait récemment l'Ademe ."
1142,Qui c'est qui t'as nourri ?
1143,"Lors du premier débat organisé à la télévision, il écarte son dernier concurrent avec une réplique mythique"
1144,"Même si l'on admet que l'innovation sera au rendez-vous, à la croisée des technologies - les nano-, bio-, info-, neuro-, . - on oublie encore qu'il faut être capable d'intégrer en même temps les aspects sociétaux, culturels et autres."
1145,Je conduis la voiture.
1146,"Tous se disent actifs, se sentent jeunes et le sont."
1147,"Elle n'est pas très grande, elle est toute mince, elle a la peau brune et de très grands yeux clairs remplis de lumière."
1148,"Cet été, ils ont été particulièrement vigilants au choix de leur logement pour qu'il soit le plus adapté au contexte sanitaire."
1149,"Tôt dans l'année 1880, en dépit d'un doute bien fondé sur la judiciosité de perpétuer cette race qui a la sanction du Seigneur et la désapprobation des hommes, Hedwige Volkbein - femme viennoise de grande force et militairement belle, étendue sur un lit à baldaquin d'un riche cramoisi spectaculaire au lambrequin marqué des ailes bifurquées de la Maison de Habsbourg, l'enveloppe de satin du couvrelit de plumes portant en fils d'or massif et terni les armes des Volkbein - donna naissance, à l'âge de quarante-cinq ans, à un enfant unique, un fils, sept jours après que son médecin lui eut prédit qu'elle entrerait en travail."
1150,"À Paris, tous les matins il allait dans la cour du château des Tuileries assister aux revues passées par Napoléon ; mais jamais il ne put approcher de l'Empereur."
1151,Il était fatigué et il ne savait plus où aller.
1152,Qu'est-ce que vous prendrez Madame ?
1153,Il est dangereux de conduire sans ceinture de sécurité.
1154,"Horizon rêvé du voyageur hongrois, la capitale française se révèle décevante."
1155,"De plus, les langues n'ont pas la même image dans la société."
1156,"Si l'on ne croit plus en l'âme immortelle enseignée par la tradition philosophique substantialiste, comment penser et fonder l'exception humaine?"
